"cliente_id","apellido","created_at","direccion","email","estado","fecha_nacimiento","nombre","telefono","updated_at","tenant_id"
"251","Barba","2024-07-22 16:13:42","Glorieta Crescencia Mármol 31 Piso 0 , Jaén, 42059","íngrid.barba@hotmail.com",True,"1965-09-18 00:00:00","Íngrid","+34 943 29 14 50","2024-08-27 16:13:42","1"
"252","Riba","2025-02-02 09:04:16","Pasaje de Paula Mate 58, Baleares, 25524","lalo.riba@gmail.com",True,"1956-12-18 00:00:00","Lalo","+34 873 17 80 78","2025-03-07 09:04:16","1"
"253","Falcón","2025-05-27 20:40:57","Vial de María José Cabello 123 Piso 6 , Álava, 21380","fabio.falcón@yahoo.com",True,"1957-06-01 00:00:00","Fabio","+34823 57 01 84","2025-06-16 20:40:57","1"
"254","Miguel","2023-06-15 13:03:37","Glorieta Luciano Lloret 257 Piso 2 , Cuenca, 08501","alonso.miguel@hotmail.com",True,"1996-10-23 00:00:00","Alonso","+34983138585","2023-08-13 13:03:37","1"
"255","Cid","2023-07-12 21:13:22","Avenida María Nevado 370, Lugo, 45269","kike.cid@hotmail.com",True,"1961-08-17 00:00:00","Kike","+34 942 01 66 29","2023-07-28 21:13:22","1"
"256","Salmerón","2024-10-16 05:29:17","Glorieta de Leyre Bermudez 39 Apt. 71 , Granada, 45857","tatiana.salmerón@hotmail.com",True,"2002-10-01 00:00:00","Tatiana","+34 975 73 32 94","2024-10-29 05:29:17","1"
"257","Parra","2025-01-20 04:07:19","Pasaje de Amarilis Andrés 8 Apt. 57 , Cáceres, 19498","ximena.parra@yahoo.com",True,"1978-02-21 00:00:00","Ximena","+34841816158","2025-03-03 04:07:19","1"
"258","Belda","2024-08-17 06:14:15","Urbanización de Estela Hervás 727 Apt. 53 , Zamora, 29531","florentina.belda@yahoo.com",True,"1977-09-15 00:00:00","Florentina","+34988 32 19 71","2024-10-01 06:14:15","1"
"259","Sierra","2025-02-27 07:15:53","Cañada Santiago Baños 719 Piso 7 , Ávila, 15261","dora.sierra@yahoo.com",True,"1963-11-15 00:00:00","Dora","+34 622 784 699","2025-03-19 07:15:53","1"
"260","Ferrán","2023-07-22 04:04:18","Ronda de Lina Ocaña 1 Puerta 8 , Barcelona, 20279","victoriano.ferrán@gmail.com",True,"1979-07-19 00:00:00","Victoriano","+34 807 085 140","2023-08-06 04:04:18","1"
"261","Rosales","2023-10-01 12:24:19","C. de Rico Rozas 832 Apt. 38 , Huesca, 28343","joel.rosales@hotmail.com",True,"1974-01-18 00:00:00","Joel","+34 841 20 10 27","2023-10-17 12:24:19","1"
"262","Rueda","2024-03-28 12:15:24","Pasaje de Tere Roig 927, Navarra, 30494","gema.rueda@gmail.com",True,"1978-08-07 00:00:00","Gema","+34877 269 097","2024-04-22 12:15:24","1"
"263","Guzmán","2024-07-16 13:36:43","Calle de Anselmo Tomas 81 Puerta 1 , Toledo, 48926","rebeca.guzmán@hotmail.com",True,"2005-06-30 00:00:00","Rebeca","+34886781891","2024-07-24 13:36:43","1"
"264","Sureda","2025-02-12 16:36:50","Alameda Bienvenida Alba 97 Piso 9 , La Rioja, 24128","jose luis.sureda@hotmail.com",True,"1974-06-20 00:00:00","Jose Luis","+34 888 20 94 94","2025-03-26 16:36:50","1"
"265","Sáenz","2023-12-16 11:13:31","Plaza de Luciano Tormo 3, Zamora, 19209","benjamín.sáenz@hotmail.com",True,"1963-06-10 00:00:00","Benjamín","+34886 44 01 92","2024-01-26 11:13:31","1"
"266","Corbacho","2025-03-15 06:54:55","Callejón Micaela Guzman 92 Apt. 51 , Pontevedra, 11102","virginia.corbacho@hotmail.com",True,"1988-03-02 00:00:00","Virginia","+34 947 63 72 39","2025-04-03 06:54:55","1"
"267","Ochoa","2024-12-02 18:08:15","Rambla Abril Pujadas 84, Jaén, 45794","macarena.ochoa@gmail.com",True,"1980-12-18 00:00:00","Macarena","+34976 42 86 04","2024-12-31 18:08:15","1"
"268","Sanchez","2025-02-15 20:54:56","Paseo Febe Otero 59, Cuenca, 18503","áurea.sanchez@yahoo.com",True,"1961-02-08 00:00:00","Áurea","+34882 967 393","2025-03-07 20:54:56","1"
"269","Nebot","2024-12-18 00:18:24","Plaza Paz Bayo 7 Apt. 81 , Huelva, 15379","aurora.nebot@hotmail.com",True,"1973-09-12 00:00:00","Aurora","+34881 30 09 10","2025-02-15 00:18:24","1"
"270","Gaya","2024-10-28 16:51:14","Vial Remigio Esteban 3, Girona, 31602","dorotea.gaya@hotmail.com",True,"1959-07-28 00:00:00","Dorotea","+34 973 46 54 21","2024-12-15 16:51:14","1"
"271","Barrios","2024-06-19 21:16:03","Callejón Odalis Landa 27 Piso 3 , Cádiz, 43302","leonel.barrios@yahoo.com",True,"1961-10-19 00:00:00","Leonel","+34844 863 917","2024-08-17 21:16:03","1"
"272","Jove","2023-06-04 08:49:43","Camino Luisa Iglesia 80, Segovia, 42965","ligia.jove@gmail.com",True,"1956-12-29 00:00:00","Ligia","+34943 425 690","2023-06-08 08:49:43","1"
"273","Trujillo","2024-01-24 21:46:45","Paseo Jaime Acero 27 Puerta 8 , Guipúzcoa, 45684","aránzazu.trujillo@yahoo.com",True,"1981-09-06 00:00:00","Aránzazu","+34 807 15 85 17","2024-01-24 21:46:45","1"
"274","Manjón","2025-04-21 06:14:33","C. Gertrudis Feijoo 26, Madrid, 06561","martirio.manjón@hotmail.com",True,"1997-06-25 00:00:00","Martirio","+34963203093","2025-05-20 06:14:33","1"
"275","Porcel","2025-02-19 14:09:29","Plaza de Angelino Nicolau 6 Puerta 0 , Baleares, 14872","amaya.porcel@gmail.com",True,"1998-11-30 00:00:00","Amaya","+34 985782931","2025-03-30 14:09:29","1"
"276","Cid","2024-05-23 00:33:06","Urbanización Judith Castrillo 3 Puerta 0 , Zamora, 07376","angelino.cid@yahoo.com",True,"1996-01-06 00:00:00","Angelino","+34 849 911 179","2024-06-28 00:33:06","1"
"277","Giménez","2023-09-05 11:30:49","C. de Moreno Carrillo 682 Apt. 09 , Guipúzcoa, 05143","nerea.giménez@gmail.com",True,"1973-01-21 00:00:00","Nerea","+34 844 625 827","2023-09-11 11:30:49","1"
"278","Armas","2025-02-19 19:54:05","Plaza Serafina Torrens 1 Apt. 21 , La Rioja, 46449","jose francisco.armas@gmail.com",True,"2006-12-29 00:00:00","Jose Francisco","+34 977232487","2025-02-23 19:54:05","1"
"279","Haro","2024-07-19 12:16:50","Avenida de Eulalia Mascaró 16, Cantabria, 08700","sergio.haro@gmail.com",True,"1960-12-06 00:00:00","Sergio","+34927883734","2024-08-22 12:16:50","1"
"280","Ferrer","2024-09-24 19:00:02","Rambla de Feliciano Aroca 6 Piso 3 , Córdoba, 22908","balduino.ferrer@gmail.com",True,"2006-01-11 00:00:00","Balduino","+34 973 01 08 22","2024-10-07 19:00:02","1"
"281","Andres","2024-02-12 00:12:00","Pasaje Dora Moreno 63, Vizcaya, 08217","mireia.andres@yahoo.com",True,"1969-12-02 00:00:00","Mireia","+34825363631","2024-03-15 00:12:00","1"
"282","Tormo","2023-12-30 04:07:30","Pasaje Gaspar Ponce 82, Santa Cruz de Tenerife, 24500","adriana.tormo@gmail.com",True,"1968-03-06 00:00:00","Adriana","+34 923209042","2024-01-15 04:07:30","1"
"283","Solana","2025-03-30 07:48:12","Urbanización de Soraya Marquez 329, Ávila, 27980","dan.solana@yahoo.com",True,"1989-12-04 00:00:00","Dan","+34 979 39 77 40","2025-04-07 07:48:12","1"
"284","Roman","2024-06-03 06:15:20","Ronda de Cruz Girón 129, Alicante, 03625","luna.roman@hotmail.com",True,"2004-05-01 00:00:00","Luna","+34 982 068 671","2024-08-01 06:15:20","1"
"285","Valbuena","2024-01-26 11:13:15","Glorieta de Eligio Palmer 23, Lugo, 44845","víctor.valbuena@gmail.com",True,"1965-06-06 00:00:00","Víctor","+34 974 99 07 72","2024-02-17 11:13:15","1"
"286","Ramirez","2023-08-05 13:50:26","Avenida Rogelio Méndez 704 Piso 9 , Zamora, 45870","sandra.ramirez@gmail.com",True,"1996-08-22 00:00:00","Sandra","+34 923085016","2023-09-30 13:50:26","1"
"287","Solana","2024-08-27 06:51:49","Rambla de Flora Bautista 632 Apt. 81 , Valencia, 50301","pío.solana@hotmail.com",True,"2002-04-01 00:00:00","Pío","+34874355486","2024-08-31 06:51:49","1"
"288","Ballester","2024-03-15 15:23:26","Cuesta de Angélica Zurita 8 Puerta 8 , León, 41694","leonel.ballester@gmail.com",True,"2000-03-28 00:00:00","Leonel","+34 820371162","2024-05-10 15:23:26","1"
"289","Benítez","2024-04-25 00:26:42","Vial Anabel Contreras 18 Piso 6 , Lugo, 23721","luis.benítez@gmail.com",True,"1984-08-16 00:00:00","Luis","+34724 310 385","2024-05-10 00:26:42","1"
"290","Novoa","2023-09-26 21:52:54","Pasaje de Marco Catalán 52 Apt. 75 , Vizcaya, 04101","sergio.novoa@hotmail.com",True,"1978-06-13 00:00:00","Sergio","+34887 729 284","2023-10-19 21:52:54","1"
"291","Echevarría","2024-08-13 14:10:36","Via Ariel Moliner 527, Cádiz, 14445","germán.echevarría@hotmail.com",True,"2002-07-16 00:00:00","Germán","+34745 52 57 82","2024-08-31 14:10:36","1"
"292","Mata","2025-01-09 11:14:48","Vial de Álvaro Montero 90 Puerta 5 , Lugo, 19994","bibiana.mata@gmail.com",True,"1993-06-18 00:00:00","Bibiana","+34 845 975 170","2025-01-19 11:14:48","1"
"293","Caro","2024-01-05 13:35:33","Pasaje Pepe Bru 40 Puerta 8 , Zamora, 51272","emilio.caro@yahoo.com",True,"1967-09-27 00:00:00","Emilio","+34721 87 18 63","2024-02-02 13:35:33","1"
"294","Moll","2025-04-12 18:49:13","Vial de Lilia Roma 66 Apt. 45 , Granada, 30201","amor.moll@hotmail.com",True,"1992-08-06 00:00:00","Amor","+34823 37 67 42","2025-06-04 18:49:13","1"
"295","Rodrigo","2024-03-21 13:33:36","Vial Hipólito Mateos 68, Palencia, 50552","noelia.rodrigo@hotmail.com",True,"1960-06-09 00:00:00","Noelia","+34 706 462 879","2024-04-24 13:33:36","1"
"296","Cerro","2025-02-07 06:03:22","Paseo de Amor Arnal 59 Piso 8 , Ceuta, 02758","marisol.cerro@gmail.com",True,"1954-08-02 00:00:00","Marisol","+34 846447146","2025-03-24 06:03:22","1"
"297","Téllez","2024-11-17 10:59:48","Callejón América Batlle 859, Córdoba, 42156","gastón.téllez@hotmail.com",True,"1986-10-25 00:00:00","Gastón","+34 835 89 04 29","2024-12-06 10:59:48","1"
"298","Coll","2024-07-19 01:20:38","Rambla de Balduino Llamas 66, Girona, 20114","bautista.coll@yahoo.com",True,"1997-11-25 00:00:00","Bautista","+34 822 832 192","2024-08-27 01:20:38","1"
"299","Mora","2024-04-18 16:47:20","Via de Bienvenida Ortiz 30 Puerta 4 , Vizcaya, 32778","candelaria.mora@yahoo.com",True,"1977-07-30 00:00:00","Candelaria","+34847132833","2024-06-08 16:47:20","1"
"300","Zaragoza","2025-04-24 18:21:23","Avenida de Demetrio Castro 8 Piso 4 , Barcelona, 29962","natalia.zaragoza@hotmail.com",True,"1995-02-02 00:00:00","Natalia","+34 985524013","2025-06-04 18:21:23","1"
